title,authors,year,doi,journal
Ecohydrological responses of dense canopies to environmental variability: 1. Interplay between vertical structure and photosynthetic pathway,"Drewry, D.T., P. Kumar, S. Long, C. Bernacchi, X.-Z Liang, and M. Sivapalan ",2010,10.1029/2010JG001340,Journal of Geophysical Research
Ecohydrological responses of dense canopies to environmental variability: 2. Role of acclimation under elevated CO2,"Drewry, D.T., Kumar, P., Long, S., Bernacchi, C., Liang, X.-Z., and Sivapalan, M. ",2010,10.1029/2010JG001341,WUE
Quantifying mountain block recharge by means of catchment-scale storage-discharge relationships.,"Ajami H., Troch P.A., Maddock III T., Meixner T., and Eastoe C.  ",2011,10.1029/2010WR009598,Water Resources Research
"Fully coupled approach to modeling shallow water flow, sediment transport, and bed evolution in rivers.","Li S., and Duffy, C. J. ",2011,10.1029/2010WR009751,WATER RESOURCES RESEARCH VOL.
Quantifying regional-scale ecosystem response to changes in precipitation: Not all rain is created equal.,"Brooks P.D., Troch P.A., Durcik M., Gallo E., and Schlegel M. ",2011,10.1029/2010WR009762,Water Resources Research
Typology of hydrologic predictability,"Kumar, P. ",2011,10.1029/2010WR009769,Water Resources Research
Long-term patterns and short-term dynamics of stream solutes and suspended sediment in a rapidly weathering tropical watershed,"Shanley, J.B., McDowell, W.H., Stallard, R.F. ",2011,10.1029/2010WR009788,"Water Resource Research, "
"Training a ""New Scientist"" to Meet the Challenges of a Changing Environment.","LeDee, O., Barnes, R.T., Emanuel, R.E., Fisher, P.B., Henkel, S.K., Marlon, J.R. ",2011,10.1029/2011EO160002,"EOS, Trans. AGU "
Unraveling the mysteries of the large watershed black box: Implications for the streamflow response to climate and landscape perturbations.,"Frisbee M. D., Phillips F. M., Weissmann G. S., Brooks P. D., Wilson J. L., Campbell A. R., and Liu F.  ",2012,10.1029/2011GL050416,Geophysical Research Letters
"Calibration and testing of upland hillslope evolution models in a dated landscape: Banco Bonito, New Mexico, USA.","Pelletier J.D., McGuire L.A., Ash J.L., Engelder T.M., Hill L.E., Leroy K.W., Orem C.A., Rosenthal W.S. Trees M.A. Rasmussen C., and Chorover J.  ",2011,10.1029/2011JF001976,"Journal of Geophysical Research, "
Unsteady late Pleistocene incision of streams bounding the Colorado Front Range from measurements of meteoric and in situ 10Be,"Dühnforth, M., R. S. Anderson, D. J. Ward and A. Blum ",2012,10.1029/2011JF002232,JGR-Earth Surface
Analytic solution for the morphology of a soil-mantled valley undergoing steady headward growth: Validation using case studies in southeastern Arizona.,Pelletier J.D. and Perron J.T. ,2012,10.1029/2011JF002281,"Journal of Geophysical Research, "
Sediment capture by vegetation patches: Implications for desertification and increased resource redistribution,"Field J. P, Breshears D. D., Whicker J. J, and Zou C. B. ",2012,10.1029/2011JG001663,Journal of Geophysical Research
Fluorescence characteristics and sources of dissolved organic matter for stream water during storm events in a forested mid-Atlantic watershed,"Inamdar, S., Singh, S., Dutta, S., Levia, D., Mitchell, M., Scott, D., Bais, H., and McHale P. ",2011,10.1029/2011JG001735,J. Geophys. Res.
"Linkages between denitrification and organic matter quality, Boulder Creek Watershed, CO.","Barnes, R.T., R.L. Smith, and G.R. Aiken ",2012,10.1029/2011JG001749,Journal of Geophysical Research- VOL.
A conceptual model for the blooming behavior and persistence of the benthic mat-forming diatom Didymosphenia geminata in oligotrophic streams,"Cullis J.D.S., Gillis C-A, Bothwell M.L, Kilroy C, Packman A. and Hassan M. ",2012,10.1029/2011JG001891,JGR-Biogeosciences
A Climate-Induced Threshold in Hydrologic Response in a Semiarid Ponderosa Pine Hillslope.,"Mahmood T.H., and Vivoni E.R.  ",2011,10.1029/2011WR010384,"Water Resources Research, "
Estimation of dissolved organic carbon contribution from hillslope soils to a headwater stream,"Mei, Y., G. M. Hornberger, L. A. Kaplan, J. D. Newbold, and A. K. Aufdenkampe  ",2012,10.1029/2011WR010815,Water Resour. Res.
"Interannual variability of snowmelt in the Sierra Nevada and Rocky Mountains, USA: Examples from two alpine watersheds.","Jepsen, S.M., N. P. Molotch, M.W. Williams, K.E. Rittger, J.O. Sickman  ",2012,10.1029/2011WR011006,Water Resources Research
"Interannual variability of snowmelt in the Sierra Nevada and Rocky Mountains, USA: Examples from two alpine watersheds.","Jepsen, S.M., N. P. Molotch, M.W. Williams, K.E. Rittger, J.O. Sickman  ",2012,10.1029/2011WR011006,Water Resources Research
Design and Performance of a Wireless Sensor Network for Catchment-scale Snow and Soil Moisture Measurements.,"Kerkez, B., Glaser, S.D., Bales, R.C., and Meadows, M.W. ",2012,10.1029/2011WR011214,"Water Resources Research, "
The master transit time distribution of variable flow systems.,"Heidbüchel I., Troch P.A., Lyon S.W., and Weiler M. ",2012,10.1029/2011WR011293,Water Resources Research
Passive regulation of soil biogeochemical cycling by root water transport,"Quijano, J. C., P. Kumar, and D. Drewry ",2013,10.1029/2011WR011416,Water Resources Research
Competitive and mutualistic dependencies in multispecies vegetation dynamics enabled by hydraulic redistribution,"Quijano, J. C., P. Kumar, and D. Drewry, A. Goldstein, and L. Misson ",2012,10.1029/2011WR011416,Water Resources Research
Evapotranspiration along an elevation gradient in the Sierra Nevada.,"Goulden, M.L., Anderson, R.G., Bales, R.C., Kelly, A.E., Meadows, M., and Winston, G.C. ",2012,10.1029/2012JG002027,Journal of Geophysical Research
Predicting the accumulation of mercury-contaminated sediment on riverbanks—An analytical approach,Jim Pizzuto ,2012,10.1029/2012WR011906,Water Resources Research Vol.
Changes in snowpack accumulation and ablation in the intermountain west.,"Harpold A.A., Brooks P.D., Rajogopal S., Heidebuchel I., Jardine A., and Stielstra C. ",2012,10.1029/2012WR011949,Water Resources Research
Improved snowmelt simulations with a canopy model forced with photo-derived direct beam canopy transmissivity,"Musselman, K.N., Molotch, N.P., Margulis, S.A., Lehning, M., Gustafsson, D. ",2012,10.1029/2012WR012285,"Water Resources Research, Vol. "
"A robust, two-parameter method for the extraction of drainage networks from high-resolution Digital Elevation Models (DEMs): Evaluation using synthetic and real-world DEMs.",Pelletier J. D. ,2013,10.1029/2012WR012452,Water Resources Research
"Rain, rock moisture dynamics, and the rapid response of perched groundwater in weathered, fractured argillite underlying a steep hillslope.","Salve, R, DM Rempe, WE Dietrich  ",2012,10.1029/2012WR012583,Water Resources Research
Evaluation of an instrumental method to reduce error in canopy water storage estimates via mechanical displacement,"Van Stan J.T., K.A. Martin, J. Friesen, M.T. Jarvis, J.D. Lundquist, & D.F. Levia ",2013,10.1029/2012WR012666,Water Resources Research
An international initiative for science in the critical zone,"Brantley, S. L., W. E. Dietrich, and S. Banwart ",2015,10.1029/2015EO031111,"EOS, "
An international initiative for science in the critical zone,"Brantley, S. L., W. E. Dietrich, and S. Banwart ",2015,10.1029/2015EO031111,"EOS, "
Small rivers could have big impact on Arctic Ocean,"Alkire M., Jacobson A. D., Lehn G. O., and MacDonald R. ",2015,10.1029/2015EO034005,"Eos, Transactions American Geophysical Union "
Modeled Postglacial Landscape Evolution at the Southern Margin of the Laurentide Ice Sheet: Hydrological Connection of Uplands Controls the Pace and Style of Fluvial Network Expansion,"Lai. J. and  Anders, A.M. ",2018,10.1029/2017JF004509,JGR Earth Surface
Exploring the effect of aspect to inform future earthcasts of climate-driven changes in weathering of shale,"Sullivan, P., Godderis, Y., Shi, Y., Gu, X., Schott, J., Hasenmueller, E.A., Kaye, J., Duffy, C., Jin, L., and Brantley, S.L. ",2019,10.1029/2017JF004556,Journal of Geophysical Research - Earth Surface
Nitrogen Budget and Topographic Controls on Nitrous Oxide in a Shale-Based Watershed,"Weitzman, J. and Kaye, J.P. ",2018,10.1029/2017JG004344,"Journal of Geophysical Research: Biogeosciences, "
Impact of Hydraulic Redistribution on Multispecies Vegetation Water Use in a Semiarid Savanna Ecosystem: An Experimental and Modeling Synthesis,"Lee, E., Kumar, P., Barron-Gafford, G.A., Hendryx, S.M., Sanchez-Canete, E.P., Minor, R.L., Colella, T., and Scott, R.L. ",2018,10.1029/2017WR021006,Water Resources Research
Impact of Hydraulic Redistribution on Multispecies Vegetation Water Use in a Semiarid Savanna Ecosystem: An Experimental and Modeling Synthesis,"Lee, E., Kumar, P., Barron-Gafford, G.A., Hendryx, S.M., Sanchez-Canete, E.P., Minor, R.L., Colella, T., and Scott, R.L. ",2018,10.1029/2017WR021006,Water Resources Research
"Seasonal wetness, soil organic carbon, and fire influence soil hydrological properties and water repellency in a sagebrush‐steppe ecosystem","Chandler, D.G., Cheng, Y., Seyfried, M.S., Madsen, M.D., Johnson, C.E., C.J. Williams ",2018,10.1029/2017WR021567,Water Resources Research
Drainage from the Critical Zone: Lithologic Controls on the Persistence and Spatial Extent of Wetted Channels during the Summer Dry Season,"Lovill, S.M., Hahm, W.J. & Dietrich, W.E. ",2018,10.1029/2017WR021903,Water Resources Research
Mercury sourcing and sequestration in weathering profiles at six Critical Zone Observatories,"Richardson, Justin B., Arnulfo A. Aguirre, Heather L. Buss, A. Toby O'Geen, Xin Gu, Daniella M. Rempe, and Daniel deB. Richter ",2018,10.1029/2018GB005974,"Global Biogeochemical Cycles, "
Mercury sourcing and sequestration in weathering profiles at six Critical Zone Observatories,"Richardson, Justin B., Arnulfo A. Aguirre, Heather L. Buss, A. Toby O'Geen, Xin Gu, Daniella M. Rempe, and Daniel deB. Richter ",2018,10.1029/2018GB005974,"Global Biogeochemical Cycles, "
Mercury sourcing and sequestration in weathering profiles at six Critical Zone Observatories,"Richardson, Justin B., Arnulfo A. Aguirre, Heather L. Buss, A. Toby O'Geen, Xin Gu, Daniella M. Rempe, and Daniel deB. Richter ",2018,10.1029/2018GB005974,"Global Biogeochemical Cycles, "
Mercury sourcing and sequestration in weathering profiles at six Critical Zone Observatories,"Richardson, Justin B., Arnulfo A. Aguirre, Heather L. Buss, A. Toby O'Geen, Xin Gu, Daniella M. Rempe, and Daniel deB. Richter ",2018,10.1029/2018GB005974,"Global Biogeochemical Cycles, "
Mercury sourcing and sequestration in weathering profiles at six Critical Zone Observatories,"Richardson, Justin B., Arnulfo A. Aguirre, Heather L. Buss, A. Toby O'Geen, Xin Gu, Daniella M. Rempe, and Daniel deB. Richter ",2018,10.1029/2018GB005974,"Global Biogeochemical Cycles, "
Mercury sourcing and sequestration in weathering profiles at six Critical Zone Observatories,"Richardson, Justin B., Arnulfo A. Aguirre, Heather L. Buss, A. Toby O'Geen, Xin Gu, Daniella M. Rempe, and Daniel deB. Richter ",2018,10.1029/2018GB005974,"Global Biogeochemical Cycles, "
Signatures of Obliquity and Eccentricity in Soil Chronosequences,"Shepard C., Pelletier J.D., Schaap M.G., Rasmussen C. ",2018,10.1029/2018GL078583,Geophysical Research Letters
The formation of clay‐enriched horizons by lessivage,"Calabrese, Salvatore, Daniel D. Richter, and Amilcare Porporato ",2018,10.1029/2018GL078778,Geophysical Research Letters
Topographic controls on the extension and retraction of flowing streams,"Prancevic, J.P.; Kirchner, J.W. ",2019,10.1029/2018GL081799,Geophysical Research Letters
Why Do Large‐Scale Land Surface Models Produce a Low Ratio of Transpiration to Evapotranspiration?,"Chang L.-L., Dwivedi R., Knowles J.F., Fang Y.-H., Niu G.-Y., Pelletier J.D., Rasmussen C., Durcik M., Barron‐Gafford G.A., Meixner T. ",2018,10.1029/2018JD029159,Journal of Geophysical Research: Atmospheres
"Stabilization Mechanisms and Decomposition Potential of Eroded Soil Organic Matter Pools in Temperate Forests of the Sierra Nevada, California","Stacy, E.M.; Berhe, A.A.; Hunsaker, C.T.; Johnson, D.W.; Meding, S.M.; Hart, S.C. ",2018,10.1029/2018JG004566,"Journal of Geophysical Research: Biogeosciences, "
Leveraging environmental research and observation networks to advance soil carbon science,"Weintraub, S.R., Flores, A.N., Wieder, W.R., Sihi, D., Cagnarini, C., and D.R.P. Concalves ",2019,10.1029/2018JG004956,Journal of Geophysical Research: Biogeosciences
Dependence of Aspen Stands on a Subsurface Water Subsidy: Implications for Climate Change Impacts,"Love D.M., Venturas M.D., Sperry J.S., Brooks P.D., Pettit J.L., Wang Y., Anderegg W.R.L., Tai X., Mackay D.S. ",2019,10.1029/2018WR023468,Water Resources Research
Three‐Dimensional Modeling of the Coevolution of Landscape and Soil Organic Carbon,"Yan, Q., Le, P.V.V., Woo, D.K., Hou, T., Filley, T., and Kumar, P. ",2018,10.1029/2018WR023634,Water Resources Research
Cosmogenic Isotopes Unravel the Hydrochronology and Water Storage Dynamics of the Southern Sierra Critical Zone,"Visser, A.; Thaw, M.; Deinhart, A.; Bibby, R.; Safeeq, M.; Conklin, M.; Esser, B.; van der Velde, Y. ",2019,10.1029/2018WR023665,Water Resources Research
Lithologically Controlled Subsurface Critical Zone Thickness and Water Storage Capacity Determine Regional Plant Community Composition,"Hahm, W.J., Rempe, D.M., Dralle, D.N., Dawson, T.E., Lovill, S.M., Bryk, A.B., Bish, D.L., Schieber, J. & Dietrich, W.E. ",2019,10.1029/2018WR023760,Water Resources Research
The Migration Diary of a Knickpoint in a Channelized Stream with a Cohesive Bed,"Papanicolaou, A.N., Thomas, J.T., Wilson, C.G., Abban, B.K.B., Bettis, E.A., and Elhakeem, M ",2019,10.1029/2018WR023793,Water Resources Research
Hillslope hydrology in global change research and Earth system modeling,"Fan, Y., Clark, M., Lawrence, D. M., Swenson, S., Band, L. E., Brantley, S. L., P. D. Brooks, W. E. Dietrich, A. Flores, G. Grant, J. W. Kirchner, D. S. Mackay, J. J. McDonnell, P. C. D. Milly, P. L. Sullivan, C. Tague, H. Ajami, N. Chaney, A. Hartmann, P. Hazenberg, J. McNamara, J. Pelletier, J. Perket, E. Rouholahnejad‐Freund, T. Wagener, X. Zeng, E. Beighley, J. Buzan, M. Huang, B. Livneh, B. P. Mohanty, B. Nijssen, M. Safeeq, C. Shen, W. van Verseveld, J. Volk, D. Yamazaki ",2019,10.1029/2018WR023903,"Water Resources Research, vol "
Hillslope hydrology in global change research and Earth system modeling,"Fan, Y., Clark, M., Lawrence, D. M., Swenson, S., Band, L. E., Brantley, S. L., P. D. Brooks, W. E. Dietrich, A. Flores, G. Grant, J. W. Kirchner, D. S. Mackay, J. J. McDonnell, P. C. D. Milly, P. L. Sullivan, C. Tague, H. Ajami, N. Chaney, A. Hartmann, P. Hazenberg, J. McNamara, J. Pelletier, J. Perket, E. Rouholahnejad‐Freund, T. Wagener, X. Zeng, E. Beighley, J. Buzan, M. Huang, B. Livneh, B. P. Mohanty, B. Nijssen, M. Safeeq, C. Shen, W. van Verseveld, J. Volk, D. Yamazaki ",2019,10.1029/2018WR023903,"Water Resources Research, vol "
Hillslope hydrology in global change research and Earth system modeling,"Fan, Y., Clark, M., Lawrence, D. M., Swenson, S., Band, L. E., Brantley, S. L., P. D. Brooks, W. E. Dietrich, A. Flores, G. Grant, J. W. Kirchner, D. S. Mackay, J. J. McDonnell, P. C. D. Milly, P. L. Sullivan, C. Tague, H. Ajami, N. Chaney, A. Hartmann, P. Hazenberg, J. McNamara, J. Pelletier, J. Perket, E. Rouholahnejad‐Freund, T. Wagener, X. Zeng, E. Beighley, J. Buzan, M. Huang, B. Livneh, B. P. Mohanty, B. Nijssen, M. Safeeq, C. Shen, W. van Verseveld, J. Volk, D. Yamazaki ",2019,10.1029/2018WR023903,"Water Resources Research, vol "
Hillslope hydrology in global change research and Earth system modeling,"Fan, Y., Clark, M., Lawrence, D. M., Swenson, S., Band, L. E., Brantley, S. L., P. D. Brooks, W. E. Dietrich, A. Flores, G. Grant, J. W. Kirchner, D. S. Mackay, J. J. McDonnell, P. C. D. Milly, P. L. Sullivan, C. Tague, H. Ajami, N. Chaney, A. Hartmann, P. Hazenberg, J. McNamara, J. Pelletier, J. Perket, E. Rouholahnejad‐Freund, T. Wagener, X. Zeng, E. Beighley, J. Buzan, M. Huang, B. Livneh, B. P. Mohanty, B. Nijssen, M. Safeeq, C. Shen, W. van Verseveld, J. Volk, D. Yamazaki ",2019,10.1029/2018WR023903,"Water Resources Research, vol "
Hillslope hydrology in global change research and Earth system modeling,"Fan, Y., Clark, M., Lawrence, D. M., Swenson, S., Band, L. E., Brantley, S. L., P. D. Brooks, W. E. Dietrich, A. Flores, G. Grant, J. W. Kirchner, D. S. Mackay, J. J. McDonnell, P. C. D. Milly, P. L. Sullivan, C. Tague, H. Ajami, N. Chaney, A. Hartmann, P. Hazenberg, J. McNamara, J. Pelletier, J. Perket, E. Rouholahnejad‐Freund, T. Wagener, X. Zeng, E. Beighley, J. Buzan, M. Huang, B. Livneh, B. P. Mohanty, B. Nijssen, M. Safeeq, C. Shen, W. van Verseveld, J. Volk, D. Yamazaki ",2019,10.1029/2018WR023903,"Water Resources Research, vol "
Hillslope hydrology in global change research and Earth system modeling,"Fan, Y., Clark, M., Lawrence, D. M., Swenson, S., Band, L. E., Brantley, S. L., P. D. Brooks, W. E. Dietrich, A. Flores, G. Grant, J. W. Kirchner, D. S. Mackay, J. J. McDonnell, P. C. D. Milly, P. L. Sullivan, C. Tague, H. Ajami, N. Chaney, A. Hartmann, P. Hazenberg, J. McNamara, J. Pelletier, J. Perket, E. Rouholahnejad‐Freund, T. Wagener, X. Zeng, E. Beighley, J. Buzan, M. Huang, B. Livneh, B. P. Mohanty, B. Nijssen, M. Safeeq, C. Shen, W. van Verseveld, J. Volk, D. Yamazaki ",2019,10.1029/2018WR023903,"Water Resources Research, vol "
Hillslope hydrology in global change research and Earth system modeling,"Fan, Y., Clark, M., Lawrence, D. M., Swenson, S., Band, L. E., Brantley, S. L., P. D. Brooks, W. E. Dietrich, A. Flores, G. Grant, J. W. Kirchner, D. S. Mackay, J. J. McDonnell, P. C. D. Milly, P. L. Sullivan, C. Tague, H. Ajami, N. Chaney, A. Hartmann, P. Hazenberg, J. McNamara, J. Pelletier, J. Perket, E. Rouholahnejad‐Freund, T. Wagener, X. Zeng, E. Beighley, J. Buzan, M. Huang, B. Livneh, B. P. Mohanty, B. Nijssen, M. Safeeq, C. Shen, W. van Verseveld, J. Volk, D. Yamazaki ",2019,10.1029/2018WR023903,"Water Resources Research, vol "
Impacts of Subsurface Tile Drainage on Age–Concentration Dynamics of Inorganic Nitrogen in Soil,"Woo, D.K. and Kumar, P. ",2019,10.1029/2018WR024139,Dhara
"The Power of Environmental Observatories for Advancing Multidisciplinary Research, Outreach, and Decision Support: The Case of the Minnesota River Basin","Gran, K.B., Dolph, C., Baker, A., Bevis, M., Cho, S.J., Czuba, J.A., Dalzell, B., Danesh-Yazdi, M., Hansen, A.T., Kelly, S., Lang, Z., Schwenk, J., Belmont, P., Finlay, J.C., Kumar, P., Rabotyagov, S., Roehrig, G., Wilcock, P., and Foufoula-Georiou, E. ",2019,10.1029/2018WR024211,Water Resources Research
Gradient‐based inverse estimation for a rainfall‐runoff model,"Krapu, Christopher, Mark Borsuk, Mukesh Kumar ",2019,10.1029/2018WR024461,Water Resources Research
Low Subsurface Water Storage Capacity Relative to Annual Rainfall Decouples Mediterranean Plant Productivity and Water Use From Rainfall Variability,"Hahm, W.J., Dralle, D.N., Rempe, D.M., Bryk, A.B., Thompson, S.E., Dawson, T.E., and Dietrich, W.E. ",2019,10.1029/2019GL083294,Geophysical Research Letters
The energy side of Budyko: Surface‐energy partitioning from hydrological observations,"Yin, Jun, Salvatore Calabrese, Edoardo Daly, and Amilcare Porporato  ",2019,10.1029/2019GL083373,Geophysical Research Letters
"Orographic controls on sub-daily rainfall statistics and flood frequency in the Colorado Front Range, USA.","Rossi, MW, Anderson, RS, Anderson, SP ",2020,10.1029/2019GL085086,Geophysical Research Letters
Looking up or looking down? Hydrologic and atmospheric perspectives on precipitation and evaporation variability,"Jin, Y., and A. Porporato ",2019,10.1029/2019GL085466,Geophysical Research Letters
Resolving Deep Critical Zone Architecture in Complex Volcanic Terrain,"Moravec B.G., White A.M., Root R.A, Sanchez A., Olshansky Y., Paras B.K.,  Carr B., McIntosh J., Pelletier J.D., Rasmussen C., Holbrook W.S., Chorover J. ",2020,10.1029/2019JF005189,Journal of Geophysical Research: Earth Surface
Resolving Deep Critical Zone Architecture in Complex Volcanic Terrain,"Moravec B.G., White A.M., Root R.A, Sanchez A., Olshansky Y., Paras B.K.,  Carr B., McIntosh J., Pelletier J.D., Rasmussen C., Holbrook W.S., Chorover J. ",2020,10.1029/2019JF005189,Journal of Geophysical Research: Earth Surface
Resolving Deep Critical Zone Architecture in Complex Volcanic Terrain,"Moravec B.G., White A.M., Root R.A, Sanchez A., Olshansky Y., Paras B.K.,  Carr B., McIntosh J., Pelletier J.D., Rasmussen C., Holbrook W.S., Chorover J. ",2020,10.1029/2019JF005189,Journal of Geophysical Research: Earth Surface
Resolving Deep Critical Zone Architecture in Complex Volcanic Terrain,"Moravec B.G., White A.M., Root R.A, Sanchez A., Olshansky Y., Paras B.K.,  Carr B., McIntosh J., Pelletier J.D., Rasmussen C., Holbrook W.S., Chorover J. ",2020,10.1029/2019JF005189,Journal of Geophysical Research: Earth Surface
Resolving Deep Critical Zone Architecture in Complex Volcanic Terrain,"Moravec B.G., White A.M., Root R.A, Sanchez A., Olshansky Y., Paras B.K.,  Carr B., McIntosh J., Pelletier J.D., Rasmussen C., Holbrook W.S., Chorover J. ",2020,10.1029/2019JF005189,Journal of Geophysical Research: Earth Surface
Equilibrium Cross Section of River Channels With Cohesive Erodible Banks,"Francalanci, S., Lanzoni, S., Solari, L., and Papanicolaou, A.N.  ",2020,10.1029/2019JF005286,JGR Earth Surface
Soil Fluid Biogeochemical Response to Climatic Events,"Olshansky Y., Knowles J.F., Barron‐Gafford G.A., Rasmussen C., Abramson N., Chorover J. ",2019,10.1029/2019JG005216,Journal of Geophysical Research: Biogeosciences
"Debates—Does Information Theory Provide a New Paradigm for Earth Science? Causality, Interaction, and Feedback","Goodwell, A.E., Jiang, P., Ruddell, B.L., and Kumar, P. ",2020,10.1029/2019WR024940,Water Resources Research
Mountain‐Block Recharge: A Review of Current Understanding,"Markovich K.H, Manning A.H., Condon L.E., McIntosh J.C.   ",2019,10.1029/2019WR025676,Water Resources Research
Hydrological spaces of long-term catchment water balance,"Daly, E., S. Calabrese, J. Yin, A. Porporato ",2019,10.1029/2019WR025952,Water Resources Research
Debates—Does Information Theory Provide a New Paradigm for Earth Science?,"Kumar, P. and Gupta, H.V. ",2020,10.1029/2019WR026398,Water Resources Research
Modeling the Role of Root Exudation in Critical Zone Nutrient Dynamics,"Roque-Malo, S., Woo, D.K., and P. Kumar ",2020,10.1029/2019WR026606,Water Resources Research
Critical Agents of Change at Earth’s Surface,"Kumar, P., Herndon, E., and Richter D. ",2020,10.1029/2020EO149750,Eos
Anaerobic Oxidation of Methane in Tropical and Boreal Soils: Ecological Significance in Terrestrial Methane Cycling,"Blazewicz, SJ, DG Petersen, MP Waldrop, MK Firestone  ",2012,10.10291/2011JG001864,"Geophysical Research, Biogeosciences, V. "
Rapid accumulation and turnover of soil carbon in a re-establishing forest,"Richter, Daniel D., Daniel Markewitz, Susan E. Trumbore, and Carol G. Wells ",1999,10.1038/21867,Nature
Disputed start dates for Anthropocene,"Zalasiewicz J., and 23 co-authors, including D. deB. Richter",2015,10.1038/520436b,Nature
Water resources: Research network to track alpine water.,"Pomeroy, J., Bernhardt, M., and D. Marks ",2015,10.1038/521032c,Nature Correspondence
Examining the global distribution of dominant archaeal populations in soil.,"Bates, S., Berg-Lyons, D., Caporaso, J.G., Walters,W. A.,  Knight, R., Fierer, N. ",2010,10.1038/ismej.2010.171,ISME Journal.
Pre-exposure to short-term drought increases the resistance of subtropical forest soil bacterial communities to extended drought,"Bouskill, N. J., H. C. Lim, S. Borglin, R. Salve, T. E. Wood, W. L. Silver, and E. L. Brodie. ",2013,10.1038/ismej.2012.113,ISME Journal
Multi-scale predictions of massive conifer mortality due to chronic temperature rise,"McDowell N.G., Williams A.P., Xu C., Pockman W.T., Dickman L.T., Sevanto S., Pangle R., Limousin J., Plaut J., Mackay D.S., Ogee J., Domec J.C., Allen C.D., Fisher R.A., Jiang X.,Muss J.D., Breshears D.D., Rauscher S.A. and Koven C. ",2016,10.1038/nclimate2873,Ψpd
Dust outpaces bedrock in nutrient supply to montane forest ecosystems,"Aciego, S.M.; Riebe, C.S.; Hart, S.C.; Blakowski, M.A.; Carey, C.J.; Aarons, S.M.; Dove, N.C.; Botthoff, J.K.; Sims, K.W.; Aronson, E.L.  ",2017,10.1038/ncomms14800,Nature Communications
Large near-term projected snowpack loss over the western United States.,"Fyfe, J.C., C. Derksen, L. Mudryk, N.C. Swart, N.P. Molotch, G.M. Flato, X. Zhang, H. Wan, V.K. Arora, J. Scinocca, Y. Jiao  ",2017,10.1038/ncomms14996.,"Nature Communications, Vol. "
Coupled reversion and stream-hyporheic exchange processes increase environmental persistence of trenbolone metabolites,"Ward, A.S., Cwiertny, D.M., Kolodziej, E.P., and Brehm, C.C. ",2015,10.1038/ncomms8067,Nature Communications
Reconstructing the transport history of pebbles on Mars,"Szabó T., Domokos, G., Grotzinger, J.P., Jerolmack, D.J. ",2015,10.1038/ncomms9366,Nature Communications
Elevation-dependent influence of snow accumulation on forest greening,"Trujillo, E., Molotch, N.P., Goulden, M.L., Kelly, A.E., Bales, R.C. ",2012,10.1038/ngeo1571,Nature Geoscience
Diurnal cloud cycle biases in climate models,"Yin, Jun, and Amilcare Porporato ",2017,10.1038/s41467-017-02369-4,Nature Communications
Predicting soil thickness on soil mantled hillslopes,"Patton, N.P., Lohse, K.A., S.E. Godsey, Crosby, B.T., and Seyfried, M.  ",2018,10.1038/s41467-018-05743-y,Nature Communications
Reduced resilience as an early warning signal of forest mortality,"Liu, Yanlan, Mukesh Kumar, Gabriel G. Katul, & Amilcare Porporato  ",2019,10.1038/s41558-019-0583-9,Nature Climate Change
A multi-species synthesis of physiological mechanisms in drought-induced tree mortality,"Adams H.D., Zeppel M.J.B., Anderegg W.R.L., Hartmann H., Landhausser S.M., Tissue D.T., Huxman T.E., Hudson P.J., Franz T.E., Allen C.D., Anderegg L.D.L., Barron-Gafford G.A., Beerling D.J., Breshears D.D., Brodribb T.J., Bugmann H., Cobb R.C., Collins A.D., Dickman L.T., Duan H., Ewers B.E., Galiano L., Galvez D.A., Garcia-Forner N., Gaylord M.L., Germino M.J., Gessler A., Hacke U.G., Hakamada  R., Hector A., Jenkins M.W., Kane J.M., Kolb T.E., Law D.J., Lewis J.D., Limousin J-M., Love D.M., Macalady A.K., Marti­nez-Vilalta J., Mencuccini M., Mitchell P.J., Muss J.D., O'Brien M.J., O'Grady A.P., Pangle R.E., Pinkard E.A., Piper F.I., Plaut J.A., Pockman W.T., Quirk J., Reinhardt K., Ripullone F., Ryan M.G., Sala A., Sevanto S., Sperry J.S., Vargas R., Vennetier M., Way D.A., Xu C., Yepez E.A., and McDowell N.G. ",2017,10.1038/s41559-017-0248-x,Nature Ecology & Evolution
California forest die-off linked to multi-year deep soil drying in 2012–2015 drought,"GOULDEN, M.L. & R.C. BALES ",2019,10.1038/s41561-019-0388-5,"Nature Geoscience, "
"Mediterranean grassland soil C–N compound turnover is dependent on rainfall and depth, and is mediated by genomically divergent microorganisms","Diamond, S., Andeer, P.F., Li, Z., Crits-Christoph, A., Burstein, D., Anantharaman, A., Lane, K.R., Thomas, B.C., Pan, C., Northen, T.R., and Banfield, J.F. ",2019,10.1038/s41564-019-0449-y,Nature Microbiology
Novel soil bacteria possess diverse genes for secondary metabolite biosynthesis,"Crits-Christoph, A., Diamond, S., Butterfield, C.N., Thomas, B.C., and J. F. Banfield ",2018,10.1038/s41586-018-0207-y,Nature
